time	data	mean	q025	med	q975
195	9.736666663404307e-06	1.067552687765194e-05	9.391044875120577e-06	1.0694536304750226e-05	1.2023980025745482e-05
196	1.0203333330866671e-05	1.1723640223384049e-05	1.0318785013443615e-05	1.1758669877007971e-05	1.3170275971891441e-05
197	1.1385000003938702e-05	1.2899661288750975e-05	1.1381474104088804e-05	1.2968204623663542e-05	1.4460058837443317e-05
198	1.1610000004535476e-05	1.4221195981371116e-05	1.2536598656255761e-05	1.425754655010967e-05	1.5965914222101906e-05
199	1.285000000358064e-05	1.5708525893577772e-05	1.3793921073141969e-05	1.570437485298249e-05	1.775625439989529e-05
200	1.3633333330150543e-05	1.7385005953504637e-05	1.5318161484739153e-05	1.7400076267702422e-05	1.9690931505190392e-05
201	1.4266666672236549e-05	1.9277617382736492e-05	1.6848524964179676e-05	1.9282064128832117e-05	2.1921470738443894e-05
202	1.4716666661494634e-05	2.1417504332014327e-05	1.8505460252104352e-05	2.1376526661926628e-05	2.4664789996668847e-05
203	1.5099999997612908e-05	2.384072094434139e-05	2.035884272823394e-05	2.387202772137336e-05	2.772197404062663e-05
204	1.6733333327763453e-05	2.6589017779805168e-05	2.243603782635388e-05	2.6524161524303768e-05	3.133704798550412e-05
205	1.7683333328956996e-05	2.9710810852197267e-05	2.4690150183476033e-05	2.96530521561821e-05	3.532300733273263e-05
206	1.916666666268818e-05	3.326232195918011e-05	2.71192861836214e-05	3.3154898150660454e-05	4.028725192992741e-05
207	2.066666666268818e-05	3.73088850312432e-05	2.9942639058025057e-05	3.7105319991851055e-05	4.604794119611273e-05
208	2.1933333334924728e-05	4.192653996430864e-05	3.324431955845397e-05	4.163627730824079e-05	5.2745369353764944e-05
209	2.35e-05	4.720384616698005e-05	3.696749466583862e-05	4.681164120723875e-05	6.054551652883538e-05
210	2.4699999995225815e-05	5.3244072537654953e-05	4.115920977961005e-05	5.267849575712662e-05	6.957441593941442e-05
211	2.5950000001193548e-05	6.016773381860371e-05	4.589882060972687e-05	5.944463284391209e-05	7.991312873033453e-05
212	2.6966666667462363e-05	6.811561395644372e-05	5.1273847117632235e-05	6.711109712777483e-05	9.19657241569205e-05
213	2.883333333731182e-05	7.725227142159058e-05	5.736213876068094e-05	7.575667509983043e-05	0.0001067385227327544
214	3.0433333334924728e-05	8.77702188128068e-05	6.426493777947002e-05	8.568398019472939e-05	0.0001241848558894215
215	3.196666666746236e-05	9.98947696287061e-05	7.209835271537466e-05	9.717081786550985e-05	0.00014473274285554857
216	3.314999999641936e-05	0.00011388975368789444	8.042022815663312e-05	0.00011054311702112692	0.00016854712576643718
217	3.4433333334924727e-05	0.00013006417159436312	9.038949478258217e-05	0.0001259646998494835	0.00019665298748481344
218	3.5966666667462365e-05	0.00014877995783637058	0.00010205415311061008	0.0001438862688920077	0.0002298430538813621
219	3.683333333731182e-05	0.00017046097482165964	0.00011496539101268922	0.00016404257764564642	0.000269114004228771
220	3.906666666507527e-05	0.00019560338634074892	0.00012907849132076055	0.000187986397990915	0.0003155096567487298
221	4.1033333332537636e-05	0.0002247875491604241	0.0001451091783379275	0.00021576453605850966	0.00036967906270477153
222	4.3183333328956996e-05	0.0002586915251115589	0.00016333437822080762	0.0002481253799897486	0.00043371980168368433
223	4.616666666268818e-05	0.00029810624470161766	0.00018407238116155056	0.00028416640821183676	0.000509453939443392
224	4.856666666507527e-05	0.00034395228176624886	0.00020768884491786292	0.0003269293503885632	0.0005990189365807572
225	5.2066666665075275e-05	0.00039729805947512977	0.0002346036716420361	0.00037663763716293714	0.0007049082689104026
226	5.6016666666268814e-05	0.0004593790434959732	0.00026530753989579517	0.00043431127118265256	0.000830009438257151
227	5.9966666667462366e-05	0.0005316171835541184	0.00030037408582949955	0.0005006897969974053	0.0009776346696068496
228	6.496666666746237e-05	0.0006156394123141204	0.0003404180506671493	0.0005782575860607142	0.0011515374799176592
229	6.851666666626881e-05	0.0007132933643514544	0.00038546830299957273	0.0006692631917828895	0.0013559035983873376
230	7.304999999880646e-05	0.0008266577112031523	0.00043473622172743103	0.0007738702669821737	0.0015953018002668373
231	7.783333333731183e-05	0.0009580434946967892	0.0004921014493044564	0.0008973087559047793	0.0018745761444538078
232	8.078333333850537e-05	0.0011099816955326164	0.000561348200624349	0.0010385773571015076	0.002198653185372961
233	8.445000000119354e-05	0.0012851910104950722	0.0006398789778929321	0.0012002110173064565	0.0025722377950058756
234	8.738333333611827e-05	0.0014865187349173462	0.0007204614962972789	0.001390472277705798	0.002998682090604947
235	9.088333333611827e-05	0.0017168468740886517	0.0008097791646174827	0.001609746034367889	0.003480786957495402
236	9.363333333015055e-05	0.0019789559153603237	0.0009124633802503705	0.0018609800211890487	0.004019141038481439
237	9.475000000596773e-05	0.002275340322513317	0.0010386031178004716	0.0021346617418690657	0.004611157389854758
238	9.643333333492473e-05	0.0026079736213173504	0.0011690653021250643	0.002451664410370871	0.005268922841024425
239	9.829733333626149e-05	0.002978027531409466	0.0012915115011739426	0.00281731616074171	0.006031706375293691
