beta	z_lat	d_inf	delta	e0	R0
0.25936962476065595	14.34385183772491	11.460235777151077	0.4535089670655074	0.9403613671920364	2.9724370531883193
0.2017086001017	15.198998335954998	12.063086618347208	0.4375816999949096	0.901003117577856	2.4332283146923657
0.3883217536661091	31.699773383801	13.003565114182118	0.3180463618219434	3.124225584569307	5.049567209050639
0.21057409557992404	20.361060699545696	8.43607611140513	0.4637941196107596	4.283664448080048	1.7764190974025378
0.15404172402722963	22.1022209726199	8.45853163783909	0.4770368513221163	3.6838531316288416	1.3029667962315998
0.11369124117225524	23.502828751227824	9.499525437932704	0.4342110437594577	1.5602302665349	1.0800128375859805
0.14983472887473814	19.377995965626887	9.191616934142418	0.34506236608532803	2.5357388452685727	1.377223431247681
0.20340111933121063	18.491331005538093	9.981884875505065	0.303097276774589	1.511921318153693	2.030326556713012
0.20151785916722864	17.52366941325283	13.672437583093464	0.31564442565185225	2.028273014272961	2.7552403513425525
0.4008710025991497	21.732458562960623	12.831430314050875	0.432270375152449	0.6843489101295418	5.143748334774696
0.4458854081152968	22.069183058820126	11.70892606206898	0.3908629594463299	0.8781140136846963	5.220839275777462
0.3624468606500235	20.6586439507	9.292748138099986	0.40458159340288735	1.1556709244995187	3.368127389465691
0.4984722340977705	17.152356370815824	8.436316617761156	0.36249320870930174	2.9446556302995086	4.20526959201155
0.3762558484514186	22.445212909346782	10.975925935103117	0.476499081019767	4.601342477338702	4.129756325252153
0.30566945596093414	25.370529435646613	8.549021249172302	0.3135719601147447	3.394533722358077	2.613174674232963
0.24000069672192328	26.391443115517887	10.183890071289508	0.3283316996012456	2.8934455242420785	2.444140712448959
0.24858186596307988	25.682949848731614	11.886717049907972	0.3188713132253293	3.343534787674851	2.95482230444128
0.29011970362199885	23.428642345096847	11.767887637235008	0.3058869065397419	3.3489039250742274	3.4140960735716046
0.2422624975614397	22.985698669705332	13.90600697845912	0.31907527275140884	3.7807157201909862	3.368903981708316
0.25445017602167647	22.560127522129157	11.553713997255688	0.3400284875487796	4.845595674606259	2.939844560305817
0.332295573423581	18.929688591958275	8.184401852033371	0.36606026977155	4.004546408042015	2.7196405065504474
0.44751874977785294	19.67469938517024	7.326788671124949	0.4436499508490204	3.0001484031963894	3.278875305988374
0.4148162078732689	21.560299950384948	7.209397754012446	0.3945536231525277	2.5338758748761925	2.990575037369505
0.40711425628679326	20.427991200432583	7.069033402977434	0.3964555773563208	2.514455880317087	2.8779042765196574
0.2713708171331953	20.946548787830487	7.9585637067640125	0.463592166748724	2.650763923168192	2.1597219363111417
0.22684890054149992	19.277183688737253	7.307377465522646	0.4405588218126935	2.6536406937204062	1.6576705438955446
0.3440527814231376	15.99663774824762	10.542320424799565	0.44728491127625647	4.464542936244352	3.627114664806244
0.46584723028995406	16.332158528450698	9.806938196179466	0.4422233442652023	4.221236078033832	4.568534996314963
0.48837083235820233	17.634846098994313	11.166443128601385	0.4429211944818361	2.9272230877315977	5.453365125195587
0.3223006281259595	12.748219172552604	11.411512494244857	0.4160038671515479	3.1243755582675123	3.677937644762352
0.3949245776342735	11.733869330524396	11.275017294409999	0.3474388388294935	4.846361033121839	4.452781442813998
0.46288468346017864	14.986077836147539	11.122137936968672	0.3861612580927567	3.5096507713142944	5.148267298354188
0.2377739352861728	17.91716327181257	10.989983180330007	0.3689146340352768	1.6711088204775455	2.6131315495159146
0.16891653288242076	29.800809116390585	10.526786652163375	0.4226167225183628	3.245421065215021	1.7781483036763828
0.3287930292179679	23.4913194031481	13.155843648432995	0.4506250000479956	1.7237072680905157	4.325549685086247
0.2569346053466706	16.70448820302017	7.867655994889746	0.4225117695341409	0.797796270169023	2.021473088050364
0.43200282922171673	16.34148386995711	10.566624456321048	0.4583861298061041	0.7073936176912987	4.564811660454077
0.34642497579067266	20.08726642601876	11.087878265768632	0.4486700712485359	0.7093352033582202	3.841117959788824
0.42653777956013167	14.0443460678928	13.047665733307268	0.31200020231791	1.1018912252729676	5.565322370327699
0.30149138254183827	13.80205689793494	13.120495320340808	0.3114286019328212	1.2141474433873736	3.9557162737632696
0.18150921313365095	19.062994720186087	10.632429875405055	0.3090383665874808	1.7081169769178568	1.929883980383494
0.2039155545197076	22.90544957508068	9.875662358902574	0.33123272194131315	4.725909364516609	2.013801166165022
0.13624134943924504	18.460752022652542	8.072041347807065	0.42947134512737406	4.696876088066166	1.099745805954617
0.23021061967089035	21.946640299380466	8.36984244285099	0.44057017165050566	4.0510327032994375	1.926826615316445
0.2696880039524229	16.549002978307048	8.205019404776376	0.3686978775078699	2.7016728701409094	2.2127953056650376
0.12893080789162656	14.108436373096415	8.737839356824207	0.47977090257377514	1.7678963336985647	1.1265766875025955
0.11988506614697392	18.715553449296863	12.165897250999516	0.3115251830345892	1.4985685402304738	1.458509396673365
